Age,Gender,Income,Total_Spend,Num_Purchases,Product_Category
64,Female,86325,2092.18,26,Electronics
43,Male,145947,1842.55,45,Clothing
63,Female,51630,3975.92,30,Clothing
60,Female,135575,2600.04,22,Clothing
29,Female,145436,726.46,16,Clothing
43,Female,42178,3721.06,30,Groceries
30,Male,49935,2044.75,16,Electronics
57,Male,77258,1388.33,38,Clothing
35,Female,52784,1939.94,24,Groceries
42,Female,93722,2539.01,36,Clothing
50,Female,53027,1781.27,35,Clothing
64,Female,126544,1285.34,6,Clothing
57,Female,87853,2052.66,4,Electronics
60,Female,142167,193.95,18,Electronics
29,Female,97359,3885.24,6,Electronics
61,Female,102388,937.63,26,Clothing
53,Male,108608,315.13,37,Groceries
65,Male,106669,3303.12,27,Groceries
21,Male,45111,3892.29,41,Groceries
22,Female,62312,4087.76,11,Clothing
54,Female,54161,2518.19,38,Electronics
25,Female,148920,1106.3,16,Groceries
59,Male,134823,3712.42,19,Clothing
66,Female,97313,3528.59,43,Clothing
45,Male,80374,1306.73,15,Groceries
48,Female,54014,4526.7,26,Groceries
26,Male,110308,611.42,41,Clothing
68,Male,76389,4915.17,31,Groceries
46,Male,140163,4315.21,19,Clothing
31,Female,48161,3470.7,24,Groceries
57,Male,137800,4699.87,9,Electronics
58,Female,37490,3639.32,23,Clothing
39,Female,149547,1033.24,4,Electronics
28,Female,137197,2266.57,10,Groceries
40,Female,54502,450.36,9,Clothing
18,Female,65757,2009.32,19,Groceries
63,Male,71111,3733.85,15,Clothing
54,Female,128273,1993.57,34,Groceries
38,Female,113245,1718.44,42,Electronics
43,Female,88645,3017.24,19,Electronics
63,Female,140218,4373.8,49,Groceries
53,Female,89055,333.16,21,Electronics
40,Male,149815,1988.81,34,Electronics
18,Male,38998,875.38,17,Groceries
68,Female,58906,3507.24,18,Clothing
57,Male,131026,618.05,17,Groceries
32,Male,100192,3357.56,2,Clothing
38,Female,80477,1502.29,1,Electronics
64,Male,66901,1074.69,43,Electronics
26,Female,121271,4688.13,10,Electronics
26,Male,82021,190.77,37,Electronics
27,Male,59092,2245.11,48,Electronics
69,Male,31242,205.97,5,Clothing
43,Female,136843,2469.61,12,Clothing
58,Male,31831,2555.13,36,Clothing
52,Male,80721,1676.15,31,Groceries
69,Female,58511,747.59,38,Electronics
42,Female,102782,1944.3,9,Electronics
43,Male,127003,3394.09,44,Electronics
28,Female,48302,3933.74,26,Groceries
55,Male,85568,2700.68,15,Groceries
19,Male,33232,2990.19,16,Groceries
24,Female,132062,1083.02,13,Electronics
35,Female,134301,1507.92,25,Clothing
44,Female,81507,893.29,30,Groceries
51,Male,106508,1321.55,7,Groceries
44,Female,143672,1201.95,4,Clothing
34,Male,130128,2645.3,43,Groceries
60,Female,40683,2857.17,40,Clothing
61,Male,53664,4730.24,38,Electronics
68,Female,132364,1058.3,30,Clothing
41,Male,63172,3244.21,10,Clothing
42,Female,113641,4104.57,30,Electronics
24,Male,94340,2845.18,39,Groceries
69,Female,117236,1349.52,7,Electronics
23,Female,41017,1386.5,36,Groceries
41,Male,66613,292.34,35,Groceries
50,Female,116130,1596.68,24,Clothing
66,Male,106920,3748.56,39,Electronics
46,Male,60348,332.84,36,Clothing
60,Female,46448,1174.55,45,Electronics
39,Male,39491,3560.54,20,Electronics
43,Female,108648,3934.99,49,Clothing
45,Female,126557,2331.06,32,Groceries
67,Male,88759,3520.56,39,Groceries
38,Female,74553,2000.97,49,Electronics
66,Male,30968,883.57,26,Groceries
24,Male,30368,2050.93,26,Clothing
34,Female,103960,2941.84,36,Clothing
37,Female,65010,4745.46,43,Clothing
58,Male,84154,436.88,35,Electronics
66,Male,65851,2586.23,43,Electronics
37,Female,55496,1711.71,35,Groceries
39,Female,60936,2590.73,12,Clothing
45,Female,108858,217.48,33,Clothing
57,Female,97005,1633.82,36,Electronics
66,Male,67493,4117.35,14,Electronics
24,Female,99795,2814.31,33,Electronics
18,Male,66390,2307.85,46,Clothing
49,Male,40292,1499.07,45,Clothing
30,Female,122377,1560.41,45,Groceries
47,Male,58365,1977.2,24,Clothing
40,Female,47207,4194.3,15,Groceries
68,Male,131735,4839.34,31,Groceries
36,Female,52912,2249.41,17,Clothing
49,Male,132455,2027.43,12,Groceries
47,Male,132517,4248.1,22,Groceries
46,Female,110771,2191.84,23,Electronics
66,Female,86572,2804.89,26,Clothing
62,Male,137293,1231.61,14,Groceries
46,Male,129083,3743.16,12,Groceries
47,Female,143655,2706.74,4,Groceries
33,Male,139346,4064.27,46,Clothing
57,Female,49276,3925.59,13,Electronics
36,Male,127459,1153.52,18,Electronics
35,Female,35534,3606.61,43,Clothing
18,Male,122005,4020.27,28,Clothing
31,Female,131610,1795.93,38,Clothing
68,Female,65670,945.78,41,Clothing
64,Male,92147,112.9,44,Electronics
67,Female,128099,2309.43,19,Groceries
19,Male,141695,1826.92,46,Groceries
45,Female,66486,2819.06,47,Clothing
66,Female,95557,1021.4,43,Clothing
67,Female,64268,4312.36,38,Groceries
47,Male,137338,1363.0,46,Electronics
55,Female,111335,1209.51,3,Clothing
68,Male,56336,2455.5,19,Clothing
21,Female,33641,2544.37,20,Electronics
18,Male,117132,1153.92,25,Electronics
25,Male,62959,1432.12,11,Electronics
46,Male,43306,931.56,17,Clothing
56,Female,76182,3620.45,49,Electronics
20,Male,104123,3873.44,35,Clothing
49,Female,86326,2365.41,14,Clothing
27,Male,126895,3599.03,39,Electronics
27,Male,51498,3706.08,19,Groceries
36,Male,100198,777.55,3,Electronics
63,Male,132630,4834.27,34,Groceries
51,Female,137369,4123.06,49,Electronics
50,Male,57197,1101.97,41,Electronics
40,Male,50719,1012.21,22,Clothing
45,Female,120201,715.74,38,Clothing
49,Male,138775,778.05,27,Clothing
67,Male,55032,3765.99,21,Clothing
24,Male,89624,2401.31,41,Clothing
46,Male,108177,3936.38,31,Clothing
25,Female,71964,3756.65,27,Clothing
18,Female,60028,3062.6,37,Groceries
20,Male,141030,3463.2,2,Groceries
41,Female,84646,189.94,47,Clothing
40,Female,111187,1627.71,9,Groceries
25,Male,38536,3225.33,19,Electronics
64,Female,147399,145.79,42,Groceries
54,Male,86747,261.59,36,Clothing
20,Female,75712,4274.25,10,Groceries
68,Female,36273,3451.72,40,Electronics
50,Female,101820,1400.31,45,Groceries
45,Male,121228,3471.02,39,Clothing
64,Female,104353,3983.04,7,Electronics
25,Male,124491,1603.29,4,Electronics
51,Male,122091,276.58,15,Groceries
52,Female,115914,4670.62,12,Electronics
49,Male,80830,1791.38,48,Electronics
41,Female,136718,621.76,6,Electronics
31,Male,47127,2510.1,9,Clothing
49,Male,145150,3865.49,35,Electronics
63,Female,113488,1186.07,8,Groceries
60,Female,41539,1420.5,7,Groceries
33,Female,76761,1289.3,4,Electronics
21,Female,76219,4959.2,13,Groceries
69,Male,44692,1067.28,19,Electronics
54,Male,113656,2920.05,7,Groceries
38,Male,43334,4633.8,10,Electronics
31,Female,58615,819.79,25,Electronics
48,Male,37903,4857.19,44,Electronics
65,Female,58527,4742.64,35,Clothing
35,Male,45629,4434.4,25,Groceries
24,Female,88008,1151.33,29,Electronics
27,Male,113276,3206.87,12,Clothing
24,Male,129318,3828.37,47,Clothing
50,Female,56708,4931.54,40,Electronics
40,Male,40860,984.08,12,Electronics
38,Female,47438,3853.53,6,Electronics
36,Male,97300,1760.13,10,Electronics
65,Male,101545,960.57,2,Electronics
36,Female,50842,2164.75,45,Groceries
53,Female,90213,3989.8,25,Electronics
46,Male,72372,2377.76,7,Electronics
35,Male,144316,2733.86,40,Groceries
19,Male,128971,4976.28,23,Clothing
18,Male,98906,2055.64,48,Groceries
64,Male,68744,3115.46,11,Clothing
22,Male,146082,1889.7,36,Clothing
37,Female,87442,2024.65,49,Groceries
28,Female,115990,3508.64,48,Electronics
59,Female,136917,4695.65,23,Clothing
19,Male,133903,2757.56,43,Electronics
20,Male,33650,3865.16,7,Groceries
40,Male,75117,537.11,27,Clothing
29,Female,121244,1134.67,13,Electronics
37,Female,138198,2560.45,17,Clothing
22,Male,82772,198.06,32,Clothing
54,Male,33190,1338.99,26,Groceries
55,Female,78113,2635.27,22,Electronics
47,Female,38789,173.31,13,Electronics
26,Female,62125,1396.28,12,Clothing
51,Male,128695,2618.75,7,Electronics
61,Male,47459,2908.43,1,Clothing
52,Male,65418,4636.18,33,Groceries
69,Female,141904,3262.19,14,Groceries
39,Female,77085,2132.21,47,Electronics
61,Male,48768,4658.72,43,Groceries
41,Male,79961,3945.93,41,Groceries
34,Female,111099,1080.04,17,Electronics
27,Male,57885,741.13,4,Clothing
47,Female,117421,3411.48,39,Groceries
63,Female,91082,2843.43,1,Electronics
40,Male,36895,3969.4,41,Electronics
49,Female,80311,3720.14,45,Electronics
34,Male,119494,3163.54,24,Groceries
67,Female,97067,4933.27,34,Groceries
68,Female,101017,2714.59,34,Clothing
34,Male,53932,654.22,24,Clothing
31,Female,51360,4158.54,15,Clothing
26,Male,84847,1334.08,17,Clothing
57,Male,139178,3908.78,13,Clothing
19,Female,120365,4789.82,7,Clothing
62,Male,115468,3514.3,9,Electronics
42,Male,68931,3020.55,44,Clothing
56,Male,85823,2355.89,35,Groceries
26,Male,68032,1885.61,23,Clothing
39,Male,145919,1829.72,47,Groceries
60,Male,111426,3218.23,39,Clothing
63,Female,48807,3781.24,23,Electronics
21,Male,41767,3424.73,26,Electronics
43,Female,38071,1072.21,1,Groceries
46,Female,83413,2520.54,14,Clothing
62,Male,56149,3979.04,32,Electronics
51,Female,45540,2430.95,48,Electronics
40,Female,131212,2729.45,10,Clothing
54,Male,100248,3878.57,1,Groceries
28,Male,121737,3340.2,5,Groceries
23,Male,140494,2105.79,3,Groceries
35,Female,148571,4487.52,49,Electronics
38,Female,115435,896.58,27,Clothing
59,Male,49787,4978.03,22,Electronics
53,Male,50982,682.38,18,Electronics
58,Female,149696,173.25,16,Electronics
55,Female,52606,4461.09,2,Electronics
51,Female,40150,1300.27,47,Clothing
34,Female,115929,3675.53,13,Electronics
54,Male,147423,4073.98,45,Electronics
42,Female,132795,4309.03,16,Groceries
55,Female,142223,4958.81,8,Electronics
29,Female,76936,1540.79,43,Clothing
40,Female,123286,3580.19,8,Electronics
59,Male,38593,665.46,10,Clothing
39,Male,47358,2093.37,33,Clothing
38,Female,112143,4255.06,31,Clothing
44,Female,67381,1901.52,12,Groceries
48,Male,120347,2996.37,9,Groceries
23,Male,58074,2568.49,37,Electronics
44,Female,50595,3265.16,9,Electronics
57,Female,74194,4867.18,48,Electronics
51,Male,79377,373.1,18,Clothing
29,Male,56853,2912.41,30,Clothing
62,Male,103719,4328.84,32,Clothing
24,Male,50661,2458.78,40,Electronics
27,Male,80493,484.78,23,Electronics
62,Male,148724,2846.64,11,Electronics
34,Female,136705,1727.16,20,Electronics
43,Male,66495,859.21,19,Groceries
38,Male,43703,4260.27,36,Groceries
45,Male,83080,2655.84,26,Groceries
63,Male,60815,4673.05,10,Electronics
19,Female,59565,4049.48,24,Groceries
60,Female,93321,3495.56,13,Groceries
18,Male,147491,124.62,46,Electronics
68,Female,88453,2196.33,34,Groceries
53,Female,118478,1067.68,29,Electronics
68,Female,138522,4562.91,36,Electronics
43,Female,63161,955.46,7,Electronics
46,Female,85991,1501.69,30,Clothing
38,Female,144296,2632.5,17,Electronics
28,Male,137339,1390.48,48,Groceries
57,Male,39716,1128.34,13,Groceries
28,Male,137099,3035.59,24,Electronics
53,Male,63349,535.75,31,Clothing
66,Male,77098,385.02,27,Clothing
56,Female,138435,1924.0,21,Clothing
57,Male,30132,3631.26,44,Groceries
52,Male,81990,2818.55,1,Clothing
51,Female,143288,2172.09,15,Clothing
64,Female,98921,2872.18,3,Electronics
41,Male,66538,1890.71,6,Clothing
39,Female,130572,4687.12,14,Clothing
22,Female,129279,369.03,38,Clothing
50,Female,135909,3399.62,33,Electronics
53,Female,37213,4467.29,38,Electronics
64,Male,74223,4039.04,8,Clothing
37,Female,121655,1001.8,26,Groceries
36,Male,98371,1550.04,15,Groceries
52,Male,98274,3613.53,14,Electronics
69,Female,137853,512.93,48,Clothing
60,Female,34134,4078.12,20,Groceries
34,Female,121428,3622.64,48,Clothing
62,Male,69601,3675.07,19,Electronics
60,Female,103889,591.18,33,Groceries
51,Female,45690,3617.03,36,Electronics
26,Female,31909,3431.11,24,Clothing
43,Female,121239,4171.52,10,Electronics
19,Female,110032,303.82,34,Electronics
26,Male,42062,213.24,36,Electronics
26,Female,105386,1927.73,47,Electronics
57,Female,123237,829.06,36,Groceries
34,Female,64731,2836.08,16,Clothing
18,Male,35153,4595.01,15,Groceries
42,Female,40481,2018.25,18,Clothing
60,Male,129270,4240.26,7,Clothing
57,Male,96425,101.18,47,Clothing
59,Female,93600,925.72,22,Clothing
42,Female,114981,249.08,32,Clothing
56,Female,101997,1707.92,43,Groceries
52,Male,134470,4550.13,19,Clothing
20,Male,58205,575.07,40,Electronics
67,Male,118887,3071.41,1,Groceries
54,Male,111542,2312.33,35,Groceries
61,Male,74149,4698.49,5,Clothing
61,Male,79112,700.34,12,Electronics
68,Female,40940,1138.94,12,Electronics
47,Female,89010,244.76,21,Clothing
55,Male,106794,2226.28,19,Clothing
51,Female,54485,1461.38,9,Electronics
29,Female,119299,4362.54,43,Groceries
36,Male,135584,3064.21,49,Groceries
54,Male,31067,3109.04,48,Clothing
61,Female,50607,2706.36,36,Groceries
66,Male,139419,550.07,42,Groceries
34,Male,91597,2280.59,47,Electronics
27,Female,104554,4997.58,32,Groceries
66,Male,78521,4192.62,35,Electronics
64,Female,142482,4477.95,31,Clothing
29,Female,45187,4133.81,32,Clothing
33,Female,132911,604.9,37,Electronics
41,Female,33985,1214.5,32,Electronics
36,Female,73052,115.3,43,Clothing
25,Male,49563,1587.2,37,Electronics
48,Male,77322,632.18,39,Clothing
38,Male,132842,2416.69,38,Clothing
34,Male,91245,3417.92,30,Clothing
40,Female,81514,4385.08,32,Clothing
54,Female,48608,3771.16,45,Clothing
33,Male,134675,4699.07,2,Clothing
23,Female,97262,364.1,11,Groceries
25,Male,122118,159.68,20,Groceries
42,Male,101327,3340.56,37,Clothing
35,Male,87225,1517.83,9,Groceries
42,Female,103994,1342.15,38,Electronics
29,Female,47221,1721.35,49,Electronics
32,Female,78506,1422.0,19,Clothing
43,Female,50968,2606.04,40,Groceries
58,Male,112606,2256.73,7,Electronics
62,Female,57937,2610.9,5,Electronics
43,Female,92435,3396.3,47,Electronics
64,Female,79508,1996.94,42,Electronics
49,Male,71831,1331.41,24,Groceries
27,Male,72933,914.38,48,Electronics
33,Female,77307,1812.42,41,Electronics
24,Female,78340,3734.85,7,Electronics
34,Female,132951,3807.85,11,Clothing
40,Female,138306,3367.84,9,Electronics
43,Male,116338,1246.74,49,Electronics
38,Female,73601,2981.62,30,Groceries
39,Female,105956,2896.38,41,Electronics
24,Female,102178,2472.9,3,Electronics
31,Male,115311,2794.9,22,Electronics
32,Male,58754,2509.77,40,Clothing
24,Female,73310,2870.74,20,Groceries
26,Female,99893,3605.98,32,Groceries
68,Female,116799,637.18,48,Clothing
65,Female,78367,3773.17,7,Clothing
25,Female,43201,765.84,7,Groceries
67,Male,32739,426.48,20,Electronics
40,Male,43231,4882.79,25,Groceries
46,Male,137814,4789.26,45,Clothing
35,Female,72495,396.14,35,Electronics
48,Male,51168,2271.94,44,Groceries
47,Male,62624,1012.6,24,Electronics
69,Male,40635,2478.19,40,Electronics
56,Female,39964,4167.87,13,Clothing
52,Female,57785,4758.0,48,Groceries
35,Male,125046,3207.84,39,Clothing
59,Female,112797,1834.14,4,Groceries
56,Male,114790,3056.3,12,Groceries
34,Male,106928,1628.81,17,Electronics
31,Male,42336,4558.14,1,Electronics
48,Male,107475,4364.96,17,Electronics
41,Female,57412,2835.34,2,Clothing
52,Female,112212,1691.51,6,Electronics
61,Female,105379,1537.61,44,Clothing
62,Female,75591,263.75,11,Electronics
51,Male,91750,4097.52,43,Clothing
20,Female,120648,2306.88,18,Groceries
54,Male,126134,1693.15,40,Clothing
60,Female,65454,2408.44,25,Clothing
57,Female,128537,4111.82,39,Clothing
43,Female,92672,710.61,28,Groceries
40,Male,57228,4302.51,46,Clothing
61,Male,44429,4497.79,16,Groceries
56,Male,114294,4738.87,12,Electronics
32,Male,97808,2047.69,41,Electronics
66,Female,112886,1163.99,29,Groceries
21,Male,145577,1930.84,23,Clothing
46,Male,83015,1731.27,21,Electronics
39,Female,118074,963.15,16,Clothing
42,Female,98936,3075.61,48,Clothing
30,Male,110907,2435.46,41,Groceries
35,Female,87378,4341.93,45,Electronics
50,Male,67310,257.34,26,Groceries
33,Female,131827,3254.95,37,Groceries
62,Male,113683,3838.45,22,Groceries
59,Male,98827,3821.48,10,Groceries
61,Male,65256,4441.76,7,Clothing
19,Male,106428,3672.27,9,Electronics
52,Male,129862,4646.27,25,Electronics
59,Female,132994,1730.02,46,Electronics
51,Male,68889,2565.73,15,Clothing
47,Male,81428,168.99,13,Clothing
30,Male,140502,134.09,42,Groceries
30,Male,67207,1276.62,46,Groceries
35,Male,80255,593.96,26,Groceries
49,Female,135824,1375.04,21,Groceries
49,Female,121531,967.51,23,Electronics
52,Male,35409,239.75,44,Groceries
56,Female,72438,4555.59,28,Clothing
63,Male,140410,140.29,38,Clothing
69,Female,140238,3706.8,12,Clothing
46,Female,125359,845.52,24,Groceries
66,Male,37869,4569.93,13,Electronics
46,Female,131260,4474.7,40,Electronics
61,Female,86862,3304.12,48,Groceries
33,Male,117937,3393.95,2,Groceries
61,Male,55958,126.16,39,Clothing
64,Female,106302,4925.87,12,Clothing
27,Female,49768,4401.38,39,Electronics
47,Female,126330,4486.02,14,Clothing
42,Male,56145,3330.3,30,Clothing
56,Female,105622,1789.46,41,Groceries
37,Female,138739,4478.88,43,Electronics
22,Female,56442,1528.43,48,Groceries
18,Male,111948,2857.29,19,Electronics
47,Male,55596,588.68,31,Groceries
66,Male,105791,4617.58,43,Electronics
20,Male,72406,789.78,43,Clothing
62,Female,70524,1201.99,25,Electronics
31,Male,53332,2834.86,4,Electronics
47,Female,140160,3844.06,13,Groceries
67,Female,45764,3134.82,36,Electronics
21,Female,57563,1237.46,42,Electronics
35,Female,117675,104.62,37,Electronics
54,Male,66370,3810.04,3,Groceries
42,Male,35062,4927.52,16,Electronics
65,Male,74645,4068.57,26,Groceries
18,Male,37244,2355.01,40,Clothing
63,Male,36372,4528.46,39,Groceries
32,Female,135409,2108.25,19,Electronics
26,Male,115501,2672.18,46,Clothing
32,Male,147450,2437.94,15,Electronics
66,Male,94471,2293.36,32,Groceries
41,Male,140533,3898.43,49,Clothing
21,Female,46956,2681.17,21,Clothing
29,Female,70473,1651.91,1,Clothing
54,Female,43894,1364.98,6,Electronics
54,Female,140584,284.96,27,Clothing
60,Female,128918,2957.66,23,Clothing
23,Male,99586,1226.81,47,Clothing
56,Female,46709,825.86,31,Clothing
63,Female,111258,3303.77,12,Groceries
41,Female,148428,3437.93,21,Electronics
28,Male,45210,3785.56,2,Electronics
30,Male,79510,2567.53,5,Clothing
51,Female,132081,4480.87,9,Groceries
42,Male,68674,4688.08,20,Clothing
24,Male,130025,4056.12,46,Electronics
69,Female,47733,3214.41,18,Electronics
21,Male,50080,1588.23,22,Electronics
25,Male,132200,4916.43,8,Clothing
37,Male,83412,1443.27,34,Clothing
46,Female,88971,1093.02,9,Groceries
68,Female,69709,2266.56,7,Groceries
62,Female,89846,378.52,30,Electronics
63,Male,95480,4894.62,18,Electronics
27,Female,141768,2983.32,27,Groceries
60,Male,82960,2829.07,16,Electronics
51,Male,133550,3313.4,21,Groceries
43,Male,71152,2535.42,5,Clothing
58,Female,57250,257.11,29,Electronics
66,Female,115765,3100.33,47,Electronics
20,Female,147265,3609.25,37,Groceries
23,Female,78137,2142.07,43,Clothing
22,Male,112011,3810.75,22,Electronics
22,Female,148922,1212.31,14,Electronics
64,Male,76412,1184.26,19,Groceries
40,Female,73876,890.94,35,Clothing
66,Female,124547,1922.77,24,Groceries
26,Female,103664,4250.36,42,Clothing
52,Male,80227,4156.77,6,Clothing
37,Male,62450,1975.84,3,Groceries
66,Male,114433,2986.68,34,Groceries
59,Male,103704,3632.0,45,Clothing
52,Male,36861,1281.91,2,Groceries
67,Female,137294,923.89,15,Electronics
35,Male,91914,4863.27,37,Electronics
34,Male,93888,3126.03,15,Electronics
41,Male,109286,4908.94,32,Electronics
20,Male,91293,1755.0,21,Electronics
49,Female,112524,3544.86,17,Groceries
52,Male,98515,1190.76,34,Clothing
55,Female,53524,1379.88,32,Groceries
30,Female,37065,2608.32,47,Electronics
64,Female,67684,1666.13,23,Electronics
42,Male,118720,921.35,35,Groceries
26,Female,63365,1388.12,37,Groceries
21,Male,88876,275.17,43,Clothing
31,Male,53704,3551.68,41,Electronics
54,Male,87857,2511.37,37,Groceries
51,Male,35622,561.79,33,Clothing
28,Male,113797,941.3,25,Electronics
58,Female,140468,602.42,46,Electronics
20,Female,123955,3101.7,37,Electronics
45,Male,130003,561.63,40,Groceries
46,Female,121141,3795.98,21,Electronics
26,Male,124707,200.5,46,Electronics
20,Female,117700,1321.94,48,Clothing
42,Female,145404,4464.27,38,Groceries
51,Female,141733,3620.8,40,Clothing
29,Female,109332,457.54,34,Groceries
59,Female,132390,4123.52,19,Electronics
26,Male,126856,2515.87,27,Clothing
32,Male,96201,4249.24,9,Groceries
57,Female,62694,3043.62,5,Groceries
42,Male,119766,3440.98,5,Electronics
22,Female,52995,4968.16,25,Electronics
28,Male,122320,1238.44,26,Clothing
51,Female,110141,3157.33,19,Clothing
41,Female,112999,2355.57,30,Groceries
32,Female,38419,293.31,36,Clothing
55,Male,77952,170.91,48,Electronics
25,Male,63837,684.22,48,Clothing
22,Female,100799,3280.55,16,Clothing
65,Female,78877,2879.1,7,Groceries
43,Male,136255,2811.8,18,Electronics
35,Male,75687,256.1,21,Groceries
23,Male,129667,2399.58,31,Electronics
54,Male,67276,4630.65,1,Electronics
65,Male,64523,2048.2,3,Groceries
30,Female,96055,3162.12,31,Clothing
45,Male,84615,3921.11,25,Groceries
22,Female,126642,3941.23,8,Clothing
30,Female,140040,2644.47,1,Groceries
34,Male,40514,4303.96,7,Groceries
67,Male,77456,2017.75,7,Clothing
57,Female,37233,4454.6,8,Clothing
62,Male,31102,1277.11,19,Clothing
49,Female,96133,1473.06,17,Groceries
46,Male,76715,360.29,11,Clothing
68,Male,115193,3998.35,47,Clothing
20,Male,140545,2143.57,41,Clothing
57,Female,134085,1222.67,49,Electronics
51,Male,139101,1235.77,11,Clothing
57,Female,36256,4516.86,38,Clothing
44,Male,138684,4186.19,41,Clothing
30,Female,94800,2812.3,2,Electronics
62,Male,124937,3118.94,4,Electronics
50,Female,71548,2424.2,28,Clothing
23,Female,102090,2019.17,33,Clothing
41,Female,108200,4585.84,11,Clothing
36,Female,72367,715.5,3,Clothing
33,Female,143815,2150.39,40,Electronics
57,Female,119922,1788.35,5,Clothing
45,Male,100382,2540.94,21,Electronics
50,Female,56205,2342.4,22,Groceries
65,Female,55570,2642.56,37,Electronics
58,Female,60255,785.6,11,Groceries
30,Male,51182,2614.39,44,Electronics
60,Male,69373,1287.85,22,Electronics
62,Male,73019,1003.22,41,Electronics
42,Female,92619,417.69,13,Clothing
59,Male,46043,3837.0,3,Electronics
53,Male,75532,2194.47,13,Clothing
44,Female,131290,3170.55,28,Electronics
55,Female,95936,3665.21,11,Electronics
24,Male,49239,3428.65,11,Groceries
22,Female,40416,2405.45,21,Electronics
60,Female,33412,2000.7,21,Clothing
62,Female,111976,1942.2,7,Groceries
68,Female,54406,3236.24,17,Groceries
48,Male,31875,2524.49,48,Electronics
40,Female,149231,4260.75,14,Electronics
59,Male,67066,4386.04,33,Groceries
27,Male,132072,935.75,11,Clothing
49,Male,35752,767.54,13,Electronics
60,Male,116753,3188.96,1,Groceries
47,Female,108025,1576.01,34,Clothing
56,Female,31353,191.0,9,Electronics
48,Female,56986,4454.35,13,Groceries
35,Male,116907,1211.81,37,Groceries
53,Male,134901,4653.48,30,Electronics
19,Male,44691,3615.43,41,Clothing
31,Female,99847,3837.0,45,Clothing
30,Male,78075,1087.16,37,Groceries
46,Female,40794,1247.55,47,Clothing
29,Female,98470,2654.21,7,Groceries
56,Female,46406,943.29,14,Electronics
19,Female,105930,1596.62,48,Clothing
49,Male,145897,1675.17,6,Electronics
30,Female,56872,882.19,34,Groceries
63,Male,71708,1105.4,16,Electronics
44,Female,145492,3963.9,37,Clothing
66,Male,136629,919.26,36,Electronics
58,Male,50800,239.44,46,Clothing
34,Female,73397,3183.84,6,Clothing
57,Female,67909,4882.32,8,Clothing
48,Female,51352,1722.95,24,Clothing
51,Male,131975,681.41,3,Clothing
41,Female,123848,2894.9,4,Groceries
62,Female,135596,4541.14,32,Electronics
52,Male,45438,3941.9,1,Groceries
65,Female,118921,3150.33,34,Electronics
23,Male,74999,1643.78,45,Electronics
36,Female,48482,2755.21,9,Electronics
47,Male,62471,547.1,12,Groceries
24,Male,77279,3426.83,10,Clothing
27,Female,139413,3652.97,10,Clothing
58,Male,136748,4828.65,44,Groceries
49,Female,84213,1375.95,48,Clothing
51,Female,143909,190.44,23,Electronics
45,Male,43026,2773.48,6,Clothing
32,Female,137625,3563.27,24,Clothing
47,Male,115184,3973.0,24,Clothing
54,Male,35435,1049.32,21,Electronics
46,Male,38493,1382.59,42,Clothing
39,Male,102227,2611.7,31,Clothing
21,Male,89321,1719.94,47,Clothing
37,Male,32763,4316.51,41,Groceries
49,Male,50389,2421.42,30,Groceries
53,Male,61498,4017.94,34,Clothing
67,Female,93755,2945.04,18,Groceries
21,Female,131545,3888.14,12,Groceries
44,Male,65825,1730.1,35,Electronics
34,Female,46934,4173.94,7,Groceries
29,Female,35574,1445.4,41,Groceries
39,Female,68179,2775.88,40,Clothing
34,Female,31587,1148.63,25,Electronics
27,Female,72782,2430.08,6,Electronics
18,Female,134224,1659.06,1,Electronics
39,Male,84412,1406.85,46,Groceries
43,Female,90561,4838.23,16,Clothing
35,Female,107224,884.36,48,Electronics
67,Female,34409,3957.9,4,Electronics
31,Female,101319,4922.41,29,Groceries
64,Male,129016,197.52,38,Electronics
46,Male,56751,3525.23,47,Clothing
29,Male,68174,1339.27,28,Electronics
53,Male,86572,298.39,22,Clothing
52,Female,91416,2074.16,8,Clothing
69,Male,42041,4682.57,32,Clothing
29,Male,53227,157.65,33,Groceries
24,Male,65201,2980.64,13,Groceries
46,Male,66069,2556.84,27,Clothing
28,Female,112190,4379.58,18,Clothing
50,Male,56370,511.61,18,Electronics
23,Female,125018,3439.48,13,Electronics
64,Male,41586,3432.54,22,Electronics
32,Female,80231,3378.49,14,Groceries
49,Female,35322,4717.44,11,Electronics
68,Male,95294,4133.13,39,Clothing
28,Male,109468,305.67,22,Clothing
40,Male,59299,2408.31,36,Groceries
43,Male,120715,2049.97,17,Groceries
51,Female,100793,1619.72,32,Electronics
63,Female,76501,2311.55,14,Groceries
51,Male,87134,1982.55,42,Clothing
46,Male,141672,2218.44,29,Clothing
21,Female,39777,4898.38,6,Groceries
34,Male,41249,534.3,4,Clothing
52,Female,51390,4618.93,11,Groceries
30,Male,50369,2453.16,45,Clothing
58,Female,42881,3156.34,40,Electronics
56,Female,39587,4167.9,10,Groceries
32,Female,123800,1866.27,28,Groceries
46,Female,104327,2209.07,11,Groceries
46,Female,137009,2106.64,35,Clothing
28,Male,117911,1936.18,15,Electronics
69,Female,118147,4635.09,8,Groceries
49,Male,137562,4161.76,20,Clothing
19,Female,37833,634.1,21,Groceries
64,Female,147574,629.8,1,Clothing
31,Male,77013,2196.56,29,Electronics
37,Male,147341,583.42,24,Clothing
39,Male,93620,3133.56,30,Clothing
28,Male,45754,804.09,40,Groceries
44,Female,137584,2659.63,35,Clothing
